Game Version,Name,Name_PWHL,PlayerID,Image,Team,Logo,Number,Position,Height,Weight,Age,Shoots,Player Type,Potential,Line Position,Overall,Deking,Hand-Eye,Passing,Puck Control,Def. Awareness,Faceoffs,Shot Blocking,Stick Checking,Discipline,Off. Awareness,Poise,Acceleration,Agility,Balance,Endurance,Speed,Slap Shot Accuracy,Slap Shot Power,Wrist Shot Accuracy,Wrist Shot Power,Aggressiveness,Body Checking,Durability,Fighting Skill,Strength
NHL 22,Edith Lundgren,Edith Lundgren,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Sweden,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swe.png,37,LW,"5'6""",121 Lbs,29,Left,2 Way Forward,T9F,2LW,69,78,79,77,75,77,76,74,74,79,76,83,81,82,85,87,79,74,75,74,75,82,85,86,50,83
NHL 22,Vanda Granestrand,Vanda Granestrand,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Sweden,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swe.png,36,C/RW,"5'6""",133 Lbs,33,Right,2 Way Forward,T9F,3C,65,77,78,75,74,77,43,76,72,85,77,78,79,76,72,76,75,78,72,76,68,76,75,80,50,71
NHL 22,Sonja Berglund,Sonja Berglund,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Sweden,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swe.png,73,RW,"5'5""",136 Lbs,27,Right,2 Way Forward,T9F,3RW,57,74,72,67,72,72,68,70,70,86,73,67,73,77,74,74,71,65,64,67,64,75,73,83,50,71
NHL 22,Ros-Marie Danielsson,Ros-Marie Danielsson,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Sweden,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swe.png,10,C,"5'7""",132 Lbs,27,Left,2 Way Forward,B6F,2C,65,75,75,73,74,75,75,75,75,87,73,75,78,78,79,78,77,74,73,74,70,81,80,85,50,80
NHL 22,Viviann Ekerlid,Viviann Ekerlid,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Sweden,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swe.png,92,RW,"5'6""",127 Lbs,27,Right,2 Way Forward,T9F,1RW,70,78,77,76,75,79,74,79,80,87,77,88,81,82,86,88,76,73,77,75,74,86,87,88,50,84
NHL 22,Justina Lindvist,Justina Lindvist,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Sweden,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swe.png,4,LW,"5'8""",144 Lbs,33,Left,Grinder,T9F,1LW,65,77,77,76,73,72,75,75,72,85,75,82,79,82,82,83,76,75,72,69,71,80,81,85,50,79
NHL 22,Ann-Mari Nyström,Ann-Mari Nyström,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Sweden,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swe.png,13,LW,"5'7""",139 Lbs,36,Right,2 Way Forward,B6F,4LW,52,69,72,69,64,71,60,65,62,87,68,79,69,68,73,64,67,64,62,68,50,68,70,67,50,61
NHL 22,Milda Mattsson,Milda Mattsson,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Sweden,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swe.png,12,C/LW,"5'8""",140 Lbs,34,Left,Sniper,T6F,1C,78,88,87,84,86,83,72,75,81,85,86,85,84,83,85,84,86,84,79,82,79,81,80,85,50,78
NHL 22,Naemi Blom,Naemi Blom,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Sweden,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swe.png,16,RW,"5'10""",141 Lbs,31,Left,2 Way Forward,T9F,2RW,66,76,73,79,75,71,60,73,73,86,80,80,80,81,77,90,79,76,69,77,71,77,77,85,50,70
NHL 22,Justina Palme,Justina Palme,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Sweden,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swe.png,90,LW,"5'6""",135 Lbs,34,Right,Grinder,B6F,3LW,56,69,71,64,67,75,60,71,71,76,66,72,73,72,71,73,69,67,68,68,69,75,72,83,50,70
NHL 22,Rosa Åström,Rosa Åström,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Sweden,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swe.png,77,RD,"5'6""",140 Lbs,34,Right,2 Way Defender,T4D,1RD,73,85,83,81,84,80,55,82,82,93,81,86,82,81,79,88,80,80,75,79,75,81,81,85,50,81
NHL 22,Mikaela Jakobsson,Mikaela Jakobsson,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Sweden,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swe.png,5,LD,"5'7""",137 Lbs,30,Left,Defensive Defenseman,7D,1LD,69,76,76,78,77,79,55,76,80,84,74,79,78,80,78,82,78,70,74,74,76,79,77,85,50,82
NHL 22,Lisa Sjölund,Lisa Sjölund,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Sweden,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swe.png,20,LD,"5'7""",136 Lbs,28,Left,2 Way Defender,7D,2LD,63,76,74,72,72,74,55,75,74,84,69,75,76,77,75,78,77,72,73,65,67,78,79,86,50,78
NHL 22,Daniella Bengtsson,Daniella Bengtsson,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Sweden,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swe.png,25,RD,"5'8""",132 Lbs,36,Right,2 Way Defender,7D,2RD,60,69,75,75,75,75,50,73,72,88,70,74,72,74,77,92,69,72,65,70,65,71,67,83,50,65
NHL 22,Kristina Ståhlbrand,Kristina Ståhlbrand,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Sweden,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swe.png,44,LD,"5'6""",139 Lbs,30,Left,2 Way Defender,7D,3LD,52,60,73,67,62,75,55,69,60,75,59,64,62,70,69,91,61,60,56,65,58,65,76,60,50,62
NHL 22,Jessica Ros,Jessica Ros,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Sweden,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swe.png,2,RD,"5'7""",135 Lbs,27,Right,Defensive Defenseman,7D,3RD,52,66,76,63,62,75,50,66,62,83,60,65,71,69,71,76,58,60,57,59,61,71,74,57,50,63
NHL 22,Mary Björk,Mary Björk,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Sweden,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swe.png,19,C,"5'6""",130 Lbs,35,Right,Grinder,B6F,4C,61,73,72,68,72,75,69,73,71,81,72,74,77,78,77,76,74,70,71,70,70,77,75,82,50,78
NHL 22,Patricia Holmberg,Patricia Holmberg,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Sweden,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swe.png,46,RW,"5'6""",134 Lbs,31,Right,2 Way Forward,B6F,4RW,52,63,70,74,71,74,77,57,59,83,73,75,70,71,79,79,60,66,58,57,55,68,74,64,50,54
NHL 22,Dominique RUEGG,Dominique Ruegg,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Switzerland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swiss.png,26,LW/C,"5'8""",174 Lbs,25,Left,2 Way Forward,T9F,2LW,69,81,80,80,81,75,50,71,79,87,83,78,76,72,77,90,80,76,75,82,75,77,78,89,50,72
NHL 22,Lisa RUEDI,Lisa Ruedi,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Switzerland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swiss.png,12,LW/C,"5'6""",148 Lbs,20,Left,2 Way Forward,T9F,1LW,69,76,80,78,75,81,42,67,78,84,81,79,76,75,82,82,79,78,71,78,73,75,81,86,50,72
NHL 22,Evelina RASELLI,Evelina Raselli,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Switzerland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swiss.png,44,C,"5'7""",134 Lbs,29,Left,2 Way Forward,T9F,2C,70,79,85,82,80,82,50,74,79,77,80,77,74,75,80,82,82,77,71,75,70,76,84,87,50,73
NHL 22,Kaleigh QUENNEC,Kaleigh Quennec,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Switzerland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swiss.png,88,RW/C,"5'8""",176 Lbs,23,Right,2 Way Forward,T9F,2RW,68,76,76,76,79,79,40,68,76,84,78,79,80,77,81,75,74,76,73,78,73,79,78,87,50,72
NHL 22,Emma INGOLD,Emma Ingold,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Switzerland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swiss.png,19,RW/C,"5'7""",132 Lbs,19,Right,2 Way Forward,T9F,1RW,69,72,81,79,70,80,42,69,80,87,78,77,80,77,77,70,72,76,72,82,77,79,80,90,50,75
NHL 22,Alina MARTI,Alina Marti,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Switzerland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swiss.png,28,LW/C,"5'6""",146 Lbs,17,Left,2 Way Forward,T9F,3LW,66,77,77,75,74,79,43,72,76,85,76,78,79,76,76,76,75,78,72,76,68,76,75,80,50,71
NHL 22,Phoebe STAENZ,Phoebe Staenz,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Switzerland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swiss.png,88,LW/C,"5'6""",133 Lbs,27,Left,Sniper,T6F,3RW,79,87,89,84,84,85,47,82,82,78,84,80,88,82,85,83,84,88,77,87,79,93,88,90,50,78
NHL 22,Noemi RYHNER,Noemi Ryhner,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Switzerland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swiss.png,24,LW/C,"5'6""",137 Lbs,21,Left,2 Way Forward,T9F,4LW,70,78,80,76,78,79,41,77,82,90,77,82,82,82,76,90,78,84,75,78,71,82,77,91,50,76
NHL 22,Alina MÜLLER,Alina Müller,15,https://assets.leaguestat.com/pwhl/240x240/15.jpg,Switzerland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swiss.png,25,C,"5'6""",141 Lbs,23,Left,Sniper,T6F,3C,84,92,92,90,90,86,55,82,84,88,90,89,88,86,89,91,87,90,79,89,80,87,82,86,50,84
NHL 22,Lara STALDER,Lara Stalder,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Switzerland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swiss.png,87,C,"5'6""",139 Lbs,27,Right,Sniper,T6F,1C,82,87,86,86,88,87,58,83,82,88,90,85,85,80,86,92,86,86,78,88,79,83,87,90,50,82
NHL 22,Nicole VALLARIO,Nicole Vallario,283,https://assets.leaguestat.com/pwhl/240x240/283.jpg,Switzerland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swiss.png,16,LD,"5'6""",146 Lbs,20,Left,2 Way Defender,T6D,3RD,72,77,81,79,76,84,40,78,82,85,77,80,72,74,80,82,79,77,72,78,73,75,77,85,50,75
NHL 22,Rahel ENZLER,Rahel Enzler,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Switzerland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swiss.png,21,LW/C,"5'6""",146 Lbs,21,Left,2 Way Forward,T9F,4C,69,77,79,79,77,80,44,74,71,90,77,80,79,80,79,77,77,80,76,81,75,78,80,88,50,75
NHL 22,Shannon SIGRIST,Shannon Sigrist,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Switzerland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swiss.png,9,RD,"5'6""",150 Lbs,22,Right,Defensive Defenseman,T6D,2RD,72,71,79,81,73,85,40,84,68,87,78,77,75,80,81,82,82,75,70,77,70,72,84,89,50,74
NHL 22,Stefanie WETLI,Stefanie Wetli,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Switzerland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swiss.png,18,LD,"5'8""",149 Lbs,21,Left,Defensive Defenseman,T6D,2LD,69,74,76,76,78,82,38,76,80,91,70,78,74,80,75,89,82,76,70,84,72,77,80,88,50,75
NHL 22,Sinja LEEMANN,Sinja Leemann,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Switzerland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swiss.png,22,LD,"5'6""",132 Lbs,19,Left,Defensive Defenseman,T6D,1LD,75,75,78,75,75,90,36,78,80,87,70,73,78,81,85,89,74,80,72,88,78,80,88,90,50,80
NHL 22,Sarah FORSTER,Sarah Forster,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Switzerland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swiss.png,3,LD,"5'6""",146 Lbs,28,Left,Defensive Defenseman,T6D,SD,69,69,72,72,78,84,40,74,79,89,71,75,70,74,80,85,72,76,68,81,75,74,78,85,50,79
NHL 22,Lara CHRISTEN,Lara Christen,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Switzerland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swiss.png,7,RD,"5'5""",141 Lbs,18,Right,2 Way Defender,T6D,1RD,76,80,85,75,80,87,40,82,83,92,70,77,80,85,85,92,78,88,74,87,73,84,88,88,50,80
NHL 22,Nadine HOFSTETTER,Nadine Hofstetter,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Switzerland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swiss.png,4,LD,"5'6""",160 Lbs,28,Left,Defensive Defenseman,T6D,SD,69,67,77,79,76,80,40,78,78,89,77,79,79,79,78,75,75,75,71,78,72,80,80,83,50,76
NHL 22,Janine HAUSER,Janine Hauser,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Switzerland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swiss.png,10,LD,"5'7""",161 Lbs,20,Left,Defensive Defenseman,T6D,3LD,70,69,77,79,71,82,40,69,82,81,75,77,73,80,69,78,80,75,71,78,71,70,81,83,50,75
NHL 22,Laura ZIMMERMANN,Laura Zimmermann,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Switzerland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swiss.png,15,LW/C,"5'6""",152 Lbs,18,Left,2 Way Forward,T9F,4RW,70,81,84,79,83,80,48,77,77,79,80,75,75,72,81,83,82,80,75,80,72,77,80,82,50,75
NHL 22,Lena Marie LUTZ,Lena Marie Lutz,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Switzerland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swiss.png,71,LW/C,"5'6""",150 Lbs,20,Left,2 Way Forward,T9F,SLW,68,77,78,79,72,80,44,73,75,84,78,79,80,80,79,78,77,79,74,77,69,78,79,84,50,70
NHL 22,Mara FREY,Mara Frey,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,Switzerland,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/swiss.png,6,LW/C,"5'7""",141 Lbs,18,Left,2 Way Forward,T9F,SC,65,74,77,79,72,78,40,68,72,78,79,80,75,76,79,69,68,74,69,75,70,74,79,72,50,71
NHL 22,HILARY KNIGHT,Hilary Knight,13,https://assets.leaguestat.com/pwhl/240x240/13.jpg,USA,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/usa.png,21,RW/C,"5'11""",172 Lbs,32,Right,Power Forward,FRANCHISE,1RW,93,94,95,94,94,91,84,90,89,91,95,95,93,91,94,93,92,95,82,93,83,92,88,90,50,93
NHL 22,ALEX CARPENTER,Alex Carpenter,34,https://assets.leaguestat.com/pwhl/240x240/34.jpg,USA,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/usa.png,25,C,"5'7""",154 Lbs,27,Left,Sniper,ELITE,2C,91,94,94,93,92,91,90,91,91,96,93,94,90,91,90,90,91,93,80,94,80,88,89,87,50,89
NHL 22,ABBY ROQUE,Abby Roque,42,https://assets.leaguestat.com/pwhl/240x240/42.jpg,USA,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/usa.png,11,RW/C,"5'7""",181 Lbs,23,Right,Playmaker,ELITE,3RW,85,91,90,90,91,88,90,83,83,86,88,88,88,84,92,88,87,86,79,89,80,87,82,85,50,91
NHL 22,LACEY EDEN,Lacey Eden,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,USA,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/usa.png,36,RW/C,"5'8""",150 Lbs,18,Right,2 Way Forward,ELITE,4LW,82,88,87,82,85,89,77,79,82,90,87,90,88,88,84,85,84,80,78,82,81,84,84,85,50,83
NHL 22,BRITTA CURL,Britta Curl,189,https://assets.leaguestat.com/pwhl/240x240/189.jpg,USA,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/usa.png,27,C,"5'9""",166 Lbs,21,Left,2 Way Forward,ELITE,3C,82,87,87,87,85,89,77,78,82,91,89,89,88,87,84,85,85,80,78,78,80,87,86,85,50,83
NHL 22,KENDALL COYNE SCHOFIELD,Kendall Coyne Schofield,20,https://assets.leaguestat.com/pwhl/240x240/20.jpg,USA,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/usa.png,26,LW,"5'6""",135 Lbs,29,Left,2 Way Forward,FRANCHISE,1LW,93,92,91,94,93,92,82,89,91,94,95,95,95,93,94,92,96,91,81,91,80,92,90,88,50,89
NHL 22,AMANDA KESSEL,Amanda Kessel,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,USA,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/usa.png,28,RW/C,"5'6""",130 Lbs,30,Right,Playmaker,ELITE,2RW,85,91,91,93,90,88,78,82,86,92,91,92,90,86,85,89,90,82,78,84,79,85,87,83,50,86
NHL 22,BRIANNA DECKER,Brianna Decker,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,USA,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/usa.png,4,C,"5'6""",148 Lbs,30,Right,Playmaker,FRANCHISE,1C,92,94,93,95,93,93,90,85,90,84,94,94,91,92,91,91,93,93,81,92,81,89,84,85,50,90
NHL 22,DANI CAMERANESI,Dani Cameranesi,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,USA,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/usa.png,24,LW/C,"5'6""",154 Lbs,26,Left,2 Way Forward,ELITE,3LW,84,91,90,88,87,89,79,83,89,89,90,89,86,85,85,89,90,78,78,86,78,84,88,85,50,85
NHL 22,HAYLEY SCAMURRA,Hayley Scamurra,61,https://assets.leaguestat.com/pwhl/240x240/61.jpg,USA,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/usa.png,16,LW/C,"5'8""",161 Lbs,26,Left,Power Forward,ELITE,2LW,83,90,86,88,86,84,83,84,82,81,89,87,89,83,92,84,89,84,80,85,80,88,84,85,50,90
NHL 22,CAROLINE HARVEY,Caroline Harvey,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,USA,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/usa.png,4,LD,"5'6""",161 Lbs,18,Left,Offensive Defenseman,ELITE,SD,87,90,92,92,91,91,56,87,87,92,92,87,91,90,92,93,89,90,78,88,79,83,79,85,50,87
NHL 22,KELLY PANNEK,Kelly Pannek,23,https://assets.leaguestat.com/pwhl/240x240/23.jpg,USA,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/usa.png,12,RW/C,"5'6""",165 Lbs,25,Right,2 Way Forward,ELITE,4RW,86,91,91,90,90,89,89,81,85,91,92,92,87,85,87,91,91,91,80,90,78,82,78,85,50,88
NHL 22,JESSE COMPHER,Jesse Compher,65,https://assets.leaguestat.com/pwhl/240x240/65.jpg,USA,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/usa.png,18,RW/C,"5'8""",150 Lbs,23,Right,2 Way Forward,ELITE,4C,82,89,88,85,86,88,91,80,81,83,89,89,88,84,90,86,84,80,79,83,80,87,83,85,50,83
NHL 22,CAYLA BARNES,Cayla Barnes,196,https://assets.leaguestat.com/pwhl/240x240/196.jpg,USA,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/usa.png,3,RD,"5'6""",139 Lbs,22,Right,2 Way Defender,ELITE,3RD,88,90,94,92,91,92,55,90,89,92,91,92,90,91,91,92,88,91,79,85,78,82,80,86,50,85
NHL 22,MEGAN KELLER,Megan Keller,12,https://assets.leaguestat.com/pwhl/240x240/12.jpg,USA,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/usa.png,6,LD,"5'11""",165 Lbs,26,Left,2 Way Defender,ELITE,1RD,91,90,94,93,92,94,57,91,90,85,93,92,92,92,92,95,89,92,80,90,81,87,84,86,50,89
NHL 22,SAVANNAH HARMON,Savannah Harmon,56,https://assets.leaguestat.com/pwhl/240x240/56.jpg,USA,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/usa.png,15,LD,"5'6""",149 Lbs,25,Left,2 Way Defender,T4D,3LD,83,87,87,91,89,88,55,84,86,90,89,90,87,84,86,87,86,85,79,85,78,83,79,85,50,84
NHL 22,LEE STECKLEIN,Lee Stecklein,24,https://assets.leaguestat.com/pwhl/240x240/24.jpg,USA,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/usa.png,2,LD,"6'0""",170 Lbs,27,Left,2 Way Defender,ELITE,1LD,91,85,90,93,90,94,55,92,92,92,93,94,92,92,92,95,89,89,80,87,79,85,82,90,50,90
NHL 22,GRACE ZUMWINKLE,Grace Zumwinkle,25,https://assets.leaguestat.com/pwhl/240x240/25.jpg,USA,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/usa.png,8,RW/C,"5'9""",165 Lbs,22,Right,Power Forward,ELITE,SRW,88,92,93,90,92,90,80,79,86,92,94,91,88,84,87,90,92,93,82,93,81,86,80,85,50,90
NHL 22,MEGAN BOZEK,Megan Bozek,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,USA,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/usa.png,9,RD,"5'8""",176 Lbs,30,Right,2 Way Defender,ELITE,2RD,88,87,90,93,90,90,56,90,89,90,93,91,88,89,90,93,87,93,83,90,81,86,80,85,50,90
NHL 22,JINCY DUNNE,Jincy Dunne,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,USA,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/usa.png,19,LD,"5'6""",154 Lbs,24,Left,2 Way Defender,ELITE,2LD,83,86,85,86,86,89,55,85,82,91,91,91,89,85,82,88,89,82,84,80,80,83,83,85,50,83
NHL 22,ABBEY MURPHY,Abbey Murphy,,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/default_image.png,USA,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/usa.png,37,RW/C,"5'5""",146 Lbs,33,Right,Sniper,ELITE,SRW,83,89,90,87,88,88,77,80,81,87,90,90,88,87,86,85,88,81,79,81,79,91,89,85,50,84
NHL 22,NATALIE BUCHBINDER,Natalie Buchbinder,90,https://assets.leaguestat.com/pwhl/240x240/90.jpg,USA,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/usa.png,23,RD,"5'8""",150 Lbs,23,Right,2 Way Defender,T4D,SD,82,85,83,84,86,88,55,89,85,92,88,88,85,85,86,84,85,80,75,79,79,78,85,85,50,84
NHL 23,Marie-Philip Poulin,Marie-Philip Poulin,31,https://assets.leaguestat.com/pwhl/240x240/31.jpg,Canada,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/can.png,29,C,"5'6""",161 Lbs,31,Left,Sniper,ELITE,1C,94,93,93,93,94,91,93,87,92,94,95,95,93,92,94,93,94,92,90,94,89,92,92,90,50,93
NHL 23,Sarah Nurse,Sarah Nurse,75,https://assets.leaguestat.com/pwhl/240x240/75.jpg,Canada,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/can.png,20,LW/C,"5'8""",148 Lbs,27,Left,Power Forward,ELITE,1LW,91,88,89,89,89,94,89,94,94,92,93,90,89,89,91,88,90,90,87,90,85,91,92,92,50,91
NHL 23,Brianne Jenner,Brianne Jenner,58,https://assets.leaguestat.com/pwhl/240x240/58.jpg,Canada,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/can.png,19,C,"5'9""",157 Lbs,31,Right,Power Forward,ELITE,2C,92,91,91,95,92,92,88,86,89,89,93,92,92,91,92,91,92,90,82,91,82,92,93,95,50,92
NHL 23,Sarah Fillier,Sarah Fillier,205,https://assets.leaguestat.com/pwhl/240x240/205.jpg,Canada,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/can.png,10,RW/C,"5'6""",130 Lbs,22,Right,2 Way Forward,ELITE,2RW,92,93,93,91,92,90,90,91,91,91,92,90,92,92,91,91,92,90,92,91,91,91,91,91,50,92
NHL 23,Jamie-Lee Rattray,Jamie Lee Rattray,16,https://assets.leaguestat.com/pwhl/240x240/16.jpg,Canada,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/can.png,47,LW/C,"5'6""",172 Lbs,29,Left,Sniper,ELITE,3LW,87,91,92,85,92,89,85,88,88,91,90,89,91,90,89,85,90,91,80,91,80,87,91,92,50,89
NHL 23,Emily Clark,Emily Clark,53,https://assets.leaguestat.com/pwhl/240x240/53.jpg,Canada,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/can.png,26,C,"5'7""",134 Lbs,26,Left,2 Way Forward,T6F,3C,86,91,91,91,86,85,85,89,89,88,91,90,90,91,87,87,91,89,80,90,80,89,89,93,50,86
NHL 23,Emma Maltais,Emma Maltais,73,https://assets.leaguestat.com/pwhl/240x240/73.jpg,Canada,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/can.png,27,LW/C,"5'6""",146 Lbs,22,Left,2 Way Forward,ELITE,4LW,85,91,89,88,86,85,86,89,85,93,90,91,90,89,91,85,92,87,78,87,77,86,88,90,50,85
NHL 23,Victoria Bach,Victoria Bach,125,https://assets.leaguestat.com/pwhl/240x240/125.jpg,Canada,https://hockeystatisticscom.wordpress.com/wp-content/uploads/2025/12/can.png,51,C,"5'6""",133 Lbs,26,Left,2 Way Forward,ELITE,1RW,86,86,89,90,86,88,87,85,86,91,90,87,88,87,88,91,90,87,81,89,82,84,89,88,50,88
